ID,Grade,Source,Body,Question,Solution-Type,Answer,Formula
nluds-1795,4,http://www.commoncoresheets.com,Billy bought 7 boxes of candy with each box having 3 pieces inside of it.,How many pieces of candy did he have totaled?,Multiplication,21 (pieces of candy),7*3=21
nluds-1796,4,http://www.commoncoresheets.com,A mailman had to give 6 pieces of junk mail and 5 magazines to a house.,How many pieces of mail did he deliver total?,Addition,11 (pieces of mail),6+5=11
nluds-1797,4,http://www.commoncoresheets.com,"The roller coaster at the state fair costs 6 tickets per ride. If 8 friends were going to ride the roller coaster,",how many tickets would they need?,Multiplication,48 (tickets),6*8=48
nluds-1798,4,http://www.commoncoresheets.com,"Paige was helping her mom plant flowers and together they planted 54 seeds. If they put 6 seeds in each flower bed,",how many flower beds did they have?,Common-Division,9 (flower beds),54/6=9
nluds-1799,4,http://www.commoncoresheets.com,"Olivia was buying DVDs of her favorite TV series. Each season had 8 DVDs. If she bought 5 seasons,",how many DVDs did she buy total?,Multiplication,40 (DVDs),8*5=40
nluds-1800,4,http://www.commoncoresheets.com,Nancy was buying soap for her bathroom. She bought 6 packs with each pack having 5 bars.,How many bars of soap did she buy?,Multiplication,30 (bars of soap),6*5=30
nluds-1801,4,http://www.commoncoresheets.com,"A group of 8 friends were playing a video game. In the game, each player started with 8 lives.",How many lives did they have totaled?,Multiplication,64 (lives),8*8=64
nluds-1802,4,http://www.commoncoresheets.com,A group of 4 friends were playing video games. Later 3 more friends came over.,How many people were there total?,Addition,7 (people),4+3=7
nluds-1803,4,http://www.commoncoresheets.com,"Oliver won 11 tickets playing games at the arcade. If he spent 5 tickets buying a water gun,",how many tickets did he still have?,Subtraction,6 (tickets),11-5=6
nluds-1804,4,http://www.commoncoresheets.com,At the fair Dave rode 4 rides the first day he went and 3 rides the second day.,How many times did he ride total?,Addition,7 (times),4+3=7
nluds-1805,4,http://www.commoncoresheets.com,"Janet was practicing for a marathon. She practiced for 9 days, running 8 miles each day.",How many miles did Janet run altogether?,Multiplication,72 (miles),9*8=72
nluds-1806,4,http://www.commoncoresheets.com,Edward was playing basketball with his friend. Together they scored 13 points. If Edward scored 7 of the points.,How many points did his friend score?,Subtraction,6 (points),13-7=6
nluds-1807,4,http://www.commoncoresheets.com,Tiffany was buying hand towels for her house. She bought 9 packs with each pack having 3 towels in it.,How many towels did she buy?,Multiplication,27 (towels),9*3=27
nluds-1808,4,http://www.commoncoresheets.com,Debby was placing her spare change into stacks. One stack had 4 coins and the other had 8.,How many coins did she have total?,Addition,12 (coins),4+8=12
nluds-1809,4,http://www.commoncoresheets.com,Faye had 12 apps on her phone. To free up some space she deleted 8 of the apps.,How many apps did she have left?,Subtraction,4 (apps),12-8=4
nluds-1810,4,http://www.commoncoresheets.com,Bianca was practicing for a marathon. To prepare she ran 8 miles the first day and 4 miles the next day.,How many miles did Bianca run altogether?,Addition,12 (miles),8+4=12
nluds-1811,4,http://www.commoncoresheets.com,Jerry had 8 action figures on a shelf in his room. Later he added 2 more figures to the shelf.,How many action figures were on his shelf total?,Addition,10 (action figures),8+2=10
nluds-1812,4,http://www.commoncoresheets.com,"Sarah bought 8 new shirts for school. If she already had 9 shirts,",how many did she own total?,Addition,17 (new shirts),8+9=17
nluds-1813,4,http://www.commoncoresheets.com,Carol was helping her mom plant vegetables in the garden. Together they planted 6 rows of potatoes with 9 seeds in each row.,How many potatoes did they plant total?,Multiplication,54 (potatoes),6*9=54
nluds-1814,4,http://www.commoncoresheets.com,Ned was buying books about astronomy. He bought 8 books about the planets and 4 about the space program.,How many books did he buy total?,Addition,12 (books),8+4=12
nluds-1815,4,http://www.commoncoresheets.com,A delivery driver had to make 3 stops on his route. After he finished those deliveries he made 4 more stops.,How many stops did he make total?,Addition,7 (stops),3+4=7
nluds-1816,4,http://www.commoncoresheets.com,"Emily's mom was buying extra school supplies for Emily and her sister. She bought 13 packs of glue sticks total. If she gave Emily 6 packs,",how many did her sister get?,Subtraction,7 (packs of glue sticks),13-6=7
nluds-1817,4,http://www.commoncoresheets.com,"Roger was reading through his favorite book series. He had 30 books to read total. If he read 6 books each week,",how many weeks would it take him to finish the series?,Common-Division,5 (weeks),30/6=5
nluds-1818,4,http://www.commoncoresheets.com,Rachel had to complete 9 pages of math homework and 2 pages of reading homework.,How many pages did she have to complete total?,Addition,11 (pages),9+2=11
nluds-1819,4,http://www.commoncoresheets.com,An industrial machine can make 6 shirts every minute.,How many shirts would it have made in 6 minutes?,Multiplication,36 (shirts),6*6=36
nluds-1820,4,http://www.commoncoresheets.com,"Haley collected 9 cans for recycling. If she put 7 cans in one bag,",how many cans did she have left?,Subtraction,2 (cans),9-7=2
nluds-1821,4,http://www.commoncoresheets.com,Amy was buying different soups. She bought 6 cans of chicken soup and 3 cans of tomato soup.,How many soups did she buy?,Addition,9 (soups),6+3=9
nluds-1822,4,http://www.commoncoresheets.com,"A vase can hold 5 flowers. If you had 25 flowers,",how many vases would you need?,Common-Division,5 (vases),25/5=5
nluds-1823,4,http://www.commoncoresheets.com,Adam was reading through his favorite book series. The first week he read 5 different books. The next week he read 8 books.,How many books did he read total?,Addition,13 (books),5+8=13
nluds-1824,4,http://www.commoncoresheets.com,"Paige's dresser drawers could hold 2 pieces of clothing each. If she had 4 drawers,",how many pieces of clothing could it hold?,Multiplication,8 (pieces of clothing),2*4=8
nluds-1825,4,http://www.commoncoresheets.com,An architect was building a hotel downtown. He built it 3 stories tall with 8 rooms on each story.,How many rooms does the hotel have totaled?,Multiplication,24 (rooms),3*8=24
nluds-1826,4,http://www.commoncoresheets.com,Isabel received 14 dollars for her birthday. Later she found some toys that cost 2 dollars each.,How many of the toys could she buy?,Common-Division,7 (toys),14/2=7
nluds-1827,4,http://www.commoncoresheets.com,"There are 30 students in a class. If the teacher put them into groups with 5 students in each group,",how many groups would she have?,Common-Division,6 (groups),30/5=6
nluds-1828,4,http://www.commoncoresheets.com,"Haley's mom was buying extra school supplies for Haley and her sister. If she bought 2 reams of paper for Haley and 3 reams for her sister,",how many did she buy total?,Addition,5 (reams of paper),2+3=5
nluds-1829,4,http://www.commoncoresheets.com,"There are 40 students in the school band. If the band instructor put the students into rows with 5 students in each row,",how many rows could he make?,Common-Division,8 (rows),40/5=8
nluds-1830,4,http://www.commoncoresheets.com,Roger mowed his lawn 15 times total during the spring and summer. If he mowed it 9 times in the summer.,How many times did he mow in the spring?,Subtraction,6 (times),15-9=6
nluds-1831,4,http://www.commoncoresheets.com,"Robin bought 11 sodas for her and her friends. If they only drank 3 of them,",how many extras did she have?,Subtraction,8 (extras),11-3=8
nluds-1832,4,http://www.commoncoresheets.com,An architect was building his two story house. On the first floor the house had 6 bedrooms and the second floor had 4 bedrooms.,How many bedrooms does the house have totaled?,Addition,10 (bedrooms),6+4=10
nluds-1833,4,http://www.commoncoresheets.com,"Carol was sending out birthday invitations to her friends. If each package of invitations she bought had 9 invitations in it and she bought 5 packs,",how many friends can she invite?,Multiplication,45 (friends),9*5=45
nluds-1834,4,http://www.commoncoresheets.com,A designer was buying furniture for her new house. She bought 3 chairs for the living room and 6 for her kitchen.,How many chairs did she buy total?,Addition,9 (chairs),3+6=9
nluds-1835,4,http://www.commoncoresheets.com,A pet store had 4 snakes. They had the snakes in cages with 2 snakes in each cage.,How many cages did the pet store have?,Common-Division,2 (cages),4/2=2
nluds-1836,4,http://www.commoncoresheets.com,"A contractor was buying wall outlets for a new house he was building. Each room needed 6 outlets. If the house has 7 rooms,",how many outlets does he need total?,Multiplication,42 (outlets),6*7=42
nluds-1837,4,http://www.commoncoresheets.com,"John threw a Halloween party where 13 people showed up. If only 6 dressed up,",how many people didn't wear costumes?,Subtraction,7 (people),13-6=7
nluds-1838,4,http://www.commoncoresheets.com,"Oliver was yard sale shopping. He ended up buying 11 video games, but only 6 of them worked.",How many bad games did he buy?,Subtraction,5 (bad games),11-6=5
nluds-1839,1,http://www.commoncoresheets.com,A pet store took ten birds out of a cage and had nine still left inside.,How many birds were in the cage to start with? ,Addition,19 (birds),10+9=19
nluds-1840,1,http://www.commoncoresheets.com,Rachel picked three apples from her tree. Now the tree has four apples still on it.,How many apples did the tree have to begin with? ,Addition,7 (apples),3+4=7
nluds-1841,1,http://www.commoncoresheets.com,Paige raised fifteen goldfish in the pond but stray cats loved eating them. Now she has four left.,How many goldfish disappeared?,Subtraction,11 (goldfish),15-4=11
nluds-1842,1,http://www.commoncoresheets.com,Cody cooked fourteen dumplings. He ate seven.,How many dumplings does Cody have now?,Subtraction,7 (dumplings),14-7=7
nluds-1843,1,http://www.commoncoresheets.com,"Sarah could send ten text messages a day. If she sent eight,",how many text messages does she have left she can send? ,Subtraction,2 (text messages),10-8=2
nluds-1844,1,http://www.commoncoresheets.com,"Debby had twelve pieces of candy. After eating some, she had three pieces.",How many pieces did Debby eat? ,Subtraction,9 (pieces),12-3=9
nluds-1845,1,http://www.commoncoresheets.com,Frank had $16. After buying some new toys he had $8 left.,How much did he spend on toys? ,Subtraction,8 (dollars),16-8=8
nluds-1846,1,http://www.commoncoresheets.com,"Robin's hair was fifteen inches long. If she cut off five inches,",how long is her hair now? ,Subtraction,10 (inches),15-5=10
nluds-1847,1,http://www.commoncoresheets.com,At the fair Megan had $17 to spend. She spent $6 on rides.,How much money does she have left? ,Subtraction,11 (dollars),17-6=11
nluds-1848,1,http://www.commoncoresheets.com,"There were nine kinds of sandwiches on the menu. Unfortunately, five of them had been sold out,",how many kinds of sandwiches do they actually provide now?,Subtraction,4 (sandwiches),9-5=4
nluds-1849,1,http://www.commoncoresheets.com,A chef had sixteen apples. After making a pie he had seven left.,How many apples did he use in the pie? ,Subtraction,9 (apples),16-7=9
nluds-1850,1,http://www.commoncoresheets.com,The book fair sold four posters. Now they have two posters left.,How many posters did they have to begin with? ,Addition,6 (posters),4+2=6
nluds-1851,1,http://www.commoncoresheets.com,Ned ordered some pizzas for a party. During the party four were eaten. Now he has seven left.,How many pizzas did Ned order for the party? ,Addition,11 (pizzas),4+7=11
nluds-1852,1,http://www.commoncoresheets.com,A baker sold twelve cakes. Now he has three cakes.,How many cakes did the baker have to start with? ,Addition,15 (cakes),12+3=15
nluds-1853,1,http://www.commoncoresheets.com,Jerry had $18. He spent $6 on new video games.,How much money does he have now? ,Subtraction,12 (dollars),18-6=12
nluds-1854,1,http://www.commoncoresheets.com,"Dave had sixteen apps on his phone. After deleting some, he had eight left.",How many apps did he delete? ,Subtraction,8 (apps),16-8=8
nluds-1855,1,http://www.commoncoresheets.com,Isabel had sixteen bottles of water. After a week she had seven left.,How many did she drink? ,Subtraction,9 (bottles of water),16-7=9
nluds-1856,1,http://www.commoncoresheets.com,"A waiter had eighteen customers. If six left,",how many customers would the waiter still have? ,Subtraction,12 (customers),18-6=12
nluds-1857,1,http://www.commoncoresheets.com,"Megan had seventeen bottles of water. If she drank three of them,",how many bottles would Megan have left? ,Subtraction,14 (bottles),17-3=14
nluds-1858,1,http://www.commoncoresheets.com,Jenny was told to clean up her room in fourteen days or she could not go to her best friend's birthday party. It is three days left but Jenny has cleaned up her room.,How many days did she spend?,Subtraction,11 (days),14-3=11
nluds-1859,1,http://www.commoncoresheets.com,Maria took sixteen fish out of her fish tank. Now there are three fish in the tank.,How many fish were in the tank to start with? ,Addition,19 (fish),16+3=19
